source_code,target_code,target_display,target_system
2719841000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2724641000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2846641000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2883341000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2928341000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2928441000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2928541000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2945841000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2946041000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2989941000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2990041000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2990141000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2990241000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3012741000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3014841000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3152141000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3159741000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3159841000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3159941000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3283141000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3333941000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3851341000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3940841000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4152241000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4453941000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4454041000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4454141000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4454241000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4454341000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4454441000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4805941000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5008141000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5132041000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5401641000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5454041000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5568741000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5887841000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5887941000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5890241000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5890341000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5890541000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5898741000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5898841000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5898941000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5899041000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5967041000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5967141000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5971341000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5971441000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5971541000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5971641000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5992541000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5992641000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5998241000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
6001041000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
6012441000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
6012541000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
6044541000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
6044641000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
6517041000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8263341000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8263441000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8263541000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8275941000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8276041000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8276141000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8869441000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8961241000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8961341000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
9108041000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
9108141000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
10645041000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
12090641000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
210541000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
210741000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
213441000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
214441000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
214541000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
258141000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
258241000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
258341000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
258441000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
258641000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
522641000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
522741000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
522841000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
523541000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
523741000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
523941000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
524041000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2945941000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
524141000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
524241000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
524341000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
524441000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
524541000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
524641000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
609141000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
609241000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
837841000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
837941000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
838041000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
838141000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1067841000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1067941000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1149241000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1149341000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1149441000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1149541000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1151341000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1151441000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1151541000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1453941000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1454041000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1454141000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1739741000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1739841000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
1769841000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2145841000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2724541000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2846741000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2989541000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2989641000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2989741000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
2989841000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3014741000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3160641000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3160841000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3160941000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3161641000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3162241000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3163041000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3163241000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3163341000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3279241000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
3890041000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4153041000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
4454541000033118,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5595341000033117,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5888241000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
5997541000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
8263641000033112,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
9105241000033114,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
9105341000033116,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
9105441000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
9105541000033111,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
13740241000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
11241000033113,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
13141000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
209241000033119,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
209841000033115,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
216441000033110,ACEI,ACEI (ACE-inhibitors),https://datatools4heart.eu/fhir/CodeSystem/medication-group
